Cod Interno	Codigo Barras	Descripcion	Contenido	UNIDADES	Est Mer 7 Descripcion	Marca	Fabricante	TOP_DESCRIPCION	MAX_DESCRIPCION	Dia de FECHA_ULT_CAMBIO	USUARIO_ULT_CAMBIO
	7890018715002	SUPLEMENTO ANTI-RESSACA AFTER NIGTH C/4 CAPSULAS	4	0	MULTIVITAMINICO	BYE BAD	OUTRO FABRICANTE	AFTER NIGHT CAPS AFTER NIGHT CAPS	SUPLEMENTO ANTI-RESSACA AFTER NIGTH C/4 CAP.	19 de setembro de 2024	jessica.evangelista@scanntech.com
	7890056252040	SUPL ALIM FITOBIO GOOD VIT VITAMINA MCG 60UN	60	0	VITAMINA OUTRO	FITOBIO	A2F LABORATORIO	FITOBIO VITAMINA K2 60mcg C/60	FITOBIO CAPS VIT K2 60.0 Y  X 60	24 de setembro de 2026	gabriel.morais@scanntech.com
	7890081071975	SUPL ALIM MAGNESIO INOSITOL MARACUJA REI TERRA 200G	200	0	VITAMINA OUTRO	MAGNESIO INOSITOL	HEALTH LABS	MAGNESIO + INOSITOL 200G	MAGNESIO INOSITOL EM PO SABOR MARACUJA 200G REI TERRA		gabriel.morais@scanntech.com
	7890150012076	LENTE RETROV FIAT UNO NOVO 10/ E (L	1	1	VITAMINA OUTRO	OUTRA MARCA	OUTRO FABRICANTE	LENTE RETROV FIAT UNO NOVO 10/ E (L	LENTE RETROV FIAT UNO NOVO 10/ E (L	31 de março de 2025	jessica.evangelista@scanntech.com
	7890220005267	SUPLEMENTO ALIM PSYLLIUM 500MG FRASCO 60 CAPSULAS	60	1	VITAMINA OUTRO	NATUFORME NFM	NATUFORME	Psyllium 500mg com 60 Cápsulas	PSYLLIUM 60 CAPS 500 MG NATUFO	16 de dezembro de 2025	jessica.evangelista@scanntech.com
	7890282800015	SUPL ALIM ADEFORTE 8.000UI X 3ML (GRO)	3	1	VITAMINA OUTRO	ADEFORTE GRO	GROSS	Adeforte 10.000UI + 800UI + 15mg Solução de Uso Oral Ampola	Adeforte 10.000UI + 800UI + 15mg Solução de Uso Oral Ampola	19 de setembro de 2024	jessica.evangelista@scanntech.com
	7890282800022	SUPL ALIM ADEFORTE 50.000UI X15ML (GRO)	15	15	VITAMINA OUTRO	ADEFORTE GRO	GROSS	Adeforte 30mg/ml + 1.600Ui/ml + 20.000Ui/ml Solução de Uso	Adeforte 30mg/Ml + 1.600ui/Ml + 20.000ui/Ml Solução De Uso	26 de junho de 2026	jessica.evangelista@scanntech.com
	7890282800176	ADEFORTE SOL.AMPOLA C3ML	3	1	VITAMINA OUTRO	GROSS	GROSS	Adeforte Solução de Uso Oral com 25 Ampolas com 3ml	ADEFORTE SOL OR CX 25 AMP X 3ML CD:0343 ( fr )	19 de setembro de 2024	jessica.evangelista@scanntech.com
	7890347781259	OLEO SEMENTE ABOBO 1000MG X 60 CPR ()	60	1	MULTIVITAMINICO	OLEO SEMENTE ABOBO	OUTRO FABRICANTE	Óleo de Semente de Abobora 1000mg com 60 Cápsulas	OLEO DE SEMENTE DE ABOBORA 1000MG 60 CAPS ( UN )	17 de dezembro de 2025	apitel@scanntech.com
	7890650965841	SUPL ALIM FITOBIO CLOR MAGNESIO CPS 60UN	60	0	VITAMINA OUTRO	FITOBIO	A2F LABORATORIO	CLOR MAGNESIO PA FITOBIO 60CPS	CLOR MAGNESIO PA FITOBIO 60CPS		gabriel.morais@scanntech.com
	7890664531261	SUPL ALIM OMEGA 3 FISH OIL EPA DHA 120UN	120	0	VITAMINA OUTRO	OMEGA 3	VIDORA	Ômega 3 Fish Oil 1450mg com 120 Cápsulas	OMEGA 3 FISH OIL CAPSULAS 1450.0 MG  X 120	24 de setembro de 2026	gabriel.morais@scanntech.com
	7890711300307	UXI AMARELO SABOR E SAUDE 20G	20	1	MULTIVITAMINICO	SABOR E SAUDE	OUTRO FABRICANTE	CHA  FLORA VIDA UXI AMARELO 20 G	UXI AMARELO 20G (24) SABOR E SAUDE UN/1	27 de julho de 2026	jessica.evangelista@scanntech.com
	7890711300437	MARACUJA PO DA CASCA FLORAVIDA 100G	100	1	VITAMINA OUTRO	FLORAVIDA	FLORAVIDA	MARACUJA PO DA CASCA 100GR SAB MARACUJA PO DA CASCA 100G	MARACUJA PO DA CASCA 100GR SAB MARACUJA PO DA CASCA 100G	19 de setembro de 2024	jessica.evangelista@scanntech.com
	7890711301311	PSYLLIUM SABOR E SAUDE 100G	100	1	VITAMINA OUTRO	SABOR E SAUDE	OUTRO FABRICANTE	PSYLLIUM  C/100G	PSYLLIUM SABOR E SAUDE 100G FLOCOS	19 de setembro de 2024	jessica.evangelista@scanntech.com
	7890711301366	CASCARA SAGRADA SABOR E SAUDE 15G	15	1	VITAMINA OUTRO	SABOR E SAUDE	OUTRO FABRICANTE	CASCARA SAGRADA	CASCA SAGRADA PO SABOR E SAUDE SC 15GR	19 de setembro de 2024	jessica.evangelista@scanntech.com
	7890711301410	LEVEDO DE CERVEJA SABOR E SAUDE 100G ZIPER	100	1	VITAMINA OUTRO	OUTRA MARCA	OUTRO FABRICANTE	LEVEDO DE CERVE	LEVEDO DE CERVEJA SABOR E SAUDE 100G ZIPER	19 de setembro de 2024	jessica.evangelista@scanntech.com
	7890711301533	MACA PERUANA SABOR E SAUDE 50G ZIPER	50	1	VITAMINA OUTRO	OUTRA MARCA	OUTRO FABRICANTE	MACA PERUANA SA	MACA PERUANA FIBRA SABOR E SAUDE  50G EM PO	19 de setembro de 2024	jessica.evangelista@scanntech.com
	7890711302011	CAPS FLORAVIDA OMEGA 3 60UN	60	1	VITAMINA OUTRO	FLORAVIDA	FLORAVIDA	OMEGA 3 1G 60 C	OMEGA 3 1000MG FLORA VIDA 60 CAPS	19 de setembro de 2024	jessica.evangelista@scanntech.com
	7890711302158	OLEO ALHO FLORAVIDA 500MG 60CAPS	60	1	VITAMINA OUTRO	FLORAVIDA	FLORAVIDA	OLEO ALHO FLORA	OLEO DE ALHO 60 CAPS 500MG FLORAVIDA	19 de setembro de 2024	jessica.evangelista@scanntech.com
	7890711302165	OLEO LINHACA FLORAVIDA 1000MG 60CP	60	1	VITAMINA OUTRO	FLORAVIDA	FLORAVIDA			19 de setembro de 2024	jessica.evangelista@scanntech.com
	7890711302189	CLORETO MAGNESIO FLORA VIDA 500MG 60CPS	60	1	VITAMINA OUTRO	FLORA VIDA	FLORA VIDA			19 de setembro de 2024	jessica.evangelista@scanntech.com
	7890800710017	SUPL ALIM MATERCAL CARBONATO DE CALCIO 60UN	60	0	VITAMINA OUTRO	OUTRA MARCA	OUTRO FABRICANTE	MATERCAL CARBONATO DE CALCIO 5	CALCIO MATERCAL 500MG C/60 CAPS ( UN )	24 de setembro de 2026	gabriel.morais@scanntech.com
	7890925874380	SUPL ALIM BIO CART 300MG 60CP	60	1	VITAMINA OUTRO	BIO CART	OUTRO FABRICANTE	BIO CART PREMIUM 600 MG FR C/ 60 CAP	BIO CART PREMIUM 600 MG FR C/ 60 CAP		jessica.evangelista@scanntech.com
	7890925875509	SUPL ALIM MULT BIO HAIR 60CP	60	1	MULTIVITAMINICO	BIO HAIR	OUTRO FABRICANTE	PROTEA RENOV  HAIR	BIO HAIR  - Capsulas para cabelo e unhas 60 caps	13 de novembro de 2025	jessica.evangelista@scanntech.com
	7890925880084	SUPL ALIM BIO MAGNESIO TRIMAG 60UN	60	1	VITAMINA OUTRO	BIO	BIO	BIO TRIMAG  60 CAPS	BIO TRIMAG (DIMAGNESIO MALATO, BISGLICINATO E ASCO	24 de setembro de 2026	gabriel.morais@scanntech.com
	7890925882378	SUPL ALIM COENZIMA Q10 200MG 60CP	60	1	VITAMINA OUTRO	COENZIMA Q10	OUTRO FABRICANTE	PROTEA CURCUMA 60CAPS	BIO Q10 MAX C/ 60 CAPS	13 de novembro de 2025	jessica.evangelista@scanntech.com
	7890925887014	SUPL ALIM OMEGA 3 BIO DHA 60UN	60	1	VITAMINA OUTRO	OMEGA 3	VIDORA	BIO DHA OMEGA3	OMEGA 3 BIO DHA C/ 60 CAPS 60 CAPS	24 de setembro de 2026	gabriel.morais@scanntech.com
	7890925889988	SUPL ALIM MORO PROTEA BIO KIDS IMUNES ZINCO CAPSULA 60UN	60	1	VITAMINA OUTRO	MORO	MORO	PROTEA BIO KIDS IMUNES D3 C ZINCO 60 CAPS	PROTEA BIO KIDS IMUNES D3 C ZINCO 60 CAPS		gabriel.morais@scanntech.com
	7890925900805	SUPLEMENTO ALIM SUPRANUTRI MAGNESIO QUELA 350MG 60 CAPS	60	1	VITAMINA OUTRO	SUPRANUTRI	OUTRO FABRICANTE	Supranutri Magnésio Quelato 350mg com 60 Cápsulas	SUPRA NUTRI MAGNESIO QUELATO 350 MG 60 CAPS	16 de dezembro de 2025	dchagas@scanntech.com
	7890925902106	SUPL ALIM OMEGA 3 BIO CONCENTRADO 60UN	60	1	VITAMINA OUTRO	OMEGA 3	VIDORA	BIO OMEGA CONCENTRADO C/ 60 CAPS	BIO OMEGA 3 TG CONCENTRADO MEG3 60 CAPS	24 de setembro de 2026	gabriel.morais@scanntech.com
	7890925902717	SUPRANUTRI VITAMINA K2 149 MCG 60 CPRS	60	1	VITAMINA OUTRO	SUPRANUTRI	OUTRO FABRICANTE	SUPRANUTRI VITAMINA K2 149 mcg 60 CAPS	SUPRA NUTRI VITAMINA K2 149 MCG 60 CAPS	2 de abril de 2025	giovana.marques@scanntech.com
	7890925903097	SUPL ALIM COMPLEXO B SUPRANUTRI ULTRA 60UN	60	0	VITAMINA OUTRO	COMPLEXO B	OUTRO FABRICANTE	SUPRANUTRI COMPLEXO B ULTRA 500 MG 60 CAPS	SUPRA NUTRI COMPLEXO B ULTRA 500 MG 60 CAPS	24 de setembro de 2026	gabriel.morais@scanntech.com
	7890925908115	SUPL ALIM PROTEA VITAMINA 60UN	60	0	VITAMINA OUTRO	OUTRA MARCA	OUTRO FABRICANTE	PROTEA VIT C	VITAMINA C 500 MG  C/60 COMP	24 de setembro de 2026	gabriel.morais@scanntech.com
	7890925909648	SUPL ALIM MAGNESIO PROTEA TRI CAPSULA 60UN	60	0	VITAMINA OUTRO	MAGNESIO	OUTRO FABRICANTE	TRI MAGNESIO C/ 60 CAPS	PROTEA TRI MAGNESIO C/60 CAPS	24 de setembro de 2026	gabriel.morais@scanntech.com
	7890925910330	SUPRANUTRI AZ PREMIUM 60CP	60	1	VITAMINA OUTRO	SUPRANUTRI	OUTRO FABRICANTE	SUPRANUTRI AZ PREMIUM  60 CAPS	SUPRANUTRI  AZ PREMIUM C/ 60 CAPS	22 de outubro de 2025	cleane.cesario@scanntech.com
	7890925911627	SUPL ALIM MULT RENOV HAIR PROTEA X 60CAPS	60	1	MULTIVITAMINICO	OUTRA MARCA	OUTRO FABRICANTE	RENOV ART PROTEA	RENOV HAIR PROTEA C/ 60 CAPS	29 de julho de 2026	jessica.evangelista@scanntech.com
	7890925913065	SUPL ALIM MULT SUPRAMAX AZEITONA MULTIVITAMINICO 120UN	120	0	MULTIVITAMINICO	SUPRAMAX	GLOBO PHARMA	SUPRAMAXX  AZ  120 CAPS	SUPRAMAX PREMIUM AZ 120 CAPS		gabriel.morais@scanntech.com
	7890925917940	SUPL ALIM MAGNESIO PROTEA TRI 60UN	60	0	VITAMINA OUTRO	MAGNESIO	OUTRO FABRICANTE	TRI MAGNESIO	TRI MAGNESIO C/ 60 CAPS	24 de setembro de 2026	gabriel.morais@scanntech.com
	7890925919388	SUPL ALIM OMEGA 3 PROTEA CONCENTRADO 60UN	60	0	VITAMINA OUTRO	OMEGA 3	VIDORA	OMEGA 3 CONCETRADO	PROTEA OMEGA 3 TG CONC. C/60	24 de setembro de 2026	gabriel.morais@scanntech.com
	7890925923811	SUPL ALIM VIT VITAMINA PROTEA 60UN	60	0	VITAMINA OUTRO	VIT	VIT	VITAMINA D3 2000UI	PROTEA VITAMINA D3 2000U.I. 60 CPS	24 de setembro de 2026	gabriel.morais@scanntech.com
	7891000126332	NUTREN  X 64X60 CPR (NES)	3840	0	MULTIVITAMINICO	NUTREN NES	NESTLE CIA			24 de setembro de 2026	gabriel.leite@scanntech.com
	7891000223666	NUTREN 1000MG X 60 CPR (NES)	60	1	VITAMINA OUTRO	NUTREN NES	NESTLE CIA	Ômega 3 1000mg Nutren com 60 Cápsulas	NUTREN VIT OMEGA 3 1000MG C/60 CAPS ( UN )	17 de dezembro de 2025	apitel@scanntech.com
	7891000287491	SUPLEMENTO ALIMENTAR NUTREN CELLTRIENT 30X2,5G	75	30	MULTIVITAMINICO	NUTREN NES	NESTLE CIA	NUTREN CELLTRIENTC/30X2,5GR SACHE LIMAO	NUTREN CELLTRIENT PROTECT PO SAC LIMAO 2.5 G X 30	25 de julho de 2025	jessica.evangelista@scanntech.com
	7891000288917	SUPL ALIM NATURES HEART SPIRULINA 100G	100	1	VITAMINA OUTRO	NATURES HEART	NESTLE CIA			14 de agosto de 2026	lucas.santos@scanntech.com
	7891000331132	MATERNA  300 G X 60 (NES)	6	10	MULTIVITAMINICO	MATERNA NES	NESTLE CIA	MATERNA OPTI-FIBERC/10X6GR PO S/SABOR	OPTIFIBER SEM SABOR 60G 10 SACHES	17 de dezembro de 2025	apitel@scanntech.com
	7891000346044	SUPLEMENTO ALIM VILTAL PROTEINS ORIGINAL MATCHA  341G	341	1	VITAMINA OUTRO	VITAL PROTEINS NES	NESTLE CIA	VITAL PROTEINS MATCHA COLLAGEN 341G	VITAL PROTEINS COLLAGEN P MATCHA 341G	20 de dezembro de 2024	jessica.evangelista@scanntech.com
	7891000352755	NUTREM  X 200 ML (NES)	200	1	MULTIVITAMINICO	NUTREM NES	NESTLE CIA	Nutren Medical Nut Líquido 1.5 Protein Cafe com Leite 200ml	Nutren Medical Nut Líquido 1.5 Protein Cafe com Leite 200ml	17 de dezembro de 2025	apitel@scanntech.com
	7891000359426	MATERNA  X 30 CPR (NES)	30	1	VITAMINA OUTRO	MATERNA NES	NESTLE CIA	Suplemento Alimentar Nestlé Materna Ômega DHA com 30 Cápsul	(PBM)SUPL ALIM MATERNA OMEGA 3 DHA C/ 30CAP OMEGA 3 DHA C/	17 de dezembro de 2025	apitel@scanntech.com
	7891000361887	MATERNA  X 30 CPR (NES)	30	1	MULTIVITAMINICO	MATERNA NES	NESTLE CIA	Suplemento Alimentar Nestlé Materna Multivitamínico DHA com	MATERNA MULTIVITAMINICO COM DHA C/30 CAPS (LIB) ( UN )	17 de dezembro de 2025	apitel@scanntech.com
	7891000361962	MATERNA  X 60 CPRS (NES)	60	60	MULTIVITAMINICO	MATERNA NES	NESTLE CIA	MATERNA MULTIVITAMINICOC/60 CAPS	MATERNA MULTIVITAMINICO COM DHA  CX C/60 CAPS GEL	18 de junho de 2026	jessica.evangelista@scanntech.com
	7891000413302	MULTIVITAMINICO NUTREN A Z MULTI 2X60UN	120	120	MULTIVITAMINICO	NUTREN NES	NESTLE CIA	NUTREN A-Z MULTIC/2X60 CAPS PROMO	NUTREN  SUPLEMENTO A-Z MULTI FRASCO 2 UNIDADES 60 CAPSULAS	26 de maio de 2025	jessica.evangelista@scanntech.com
	7891000417584	MULTIVITAMINICO NUTREN MULTI A-Z 30CAPS	1	1	MULTIVITAMINICO	NUTREN NES	NESTLE CIA	NUTREN A-Z MULTI 30CAP	NUTREN VIT A-Z MULTI VITAMINICO C/30 CAPS ( UN )	28 de agosto de 2025	jessica.evangelista@scanntech.com
	7891000462881	SUPL ALIM MULT MATERNA X 60CAPS (NES)	60	1	MULTIVITAMINICO	MATERNA NES	NESTLE CIA	MATERNA GEST 60CAPS	MATERNA MULTIVITAMINICO DHA COM 60 CAPSULAS	28 de julho de 2026	jessica.evangelista@scanntech.com
	7891000465899	SUPL ALIM NUTREN SENIOR BAUNILHA 370G	370	1	VITAMINA OUTRO	NUTREN SENIOR	NESTLE CIA	NUTREN SENIOR370GR BAUNILHA 20% PROMO	NUTREN SENIOR 370G GTS 20% NUTRICAO DIARIA ADULT 50+	12 de maio de 2026	marcos.oel@scanntech.com
	7891000663684	NUTREN  X 10 CPR (NES)	10	1	MULTIVITAMINICO	NUTREN NES	NESTLE CIA	NUTREN PRE-CICLO FEMC/10 CAPS	N VITAM NUTREN MULTI TPM FEM SOFTGEL 10CAP   NEST	17 de dezembro de 2025	apitel@scanntech.com
	7891000737064	NUTREN  X 60 CPR (NES)	60	1	MULTIVITAMINICO	NUTREN NES	NESTLE CIA	Polivitamínico Nutren A-Z Multi com 60 Cápsulas	NUTREN VITAMINA AZ MULTI C/60 CAPS (LIB) ( UN )	17 de dezembro de 2025	apitel@scanntech.com
	7891000743485	NUTREM  X 60 CPR (NES)	60	0	MULTIVITAMINICO	NUTREM NES	NESTLE CIA	Nutren A-Z Mulher com 60 Cápsulas	NUTREN A Z MULHER 60 CAPSULAS ( UN )	17 de dezembro de 2025	apitel@scanntech.com
	7891000759158	NUTREN 1000MG X 64X60 CPR (NES)	3840	0	VITAMINA OUTRO	NUTREN NES	NESTLE CIA	NUTREN OMEGA 3 1000MG 60 CAPS	NUTREN OMEGA 3 1000MG 60 CAPS	24 de setembro de 2026	gabriel.leite@scanntech.com
	7891000773017	NUTREN 2000IU X 60 CPR (NES)	60	60	VITAMINA OUTRO	NUTREN NES	NESTLE CIA	VIT D NUTREN SOFTGEL 2000UI C/ 60CAP	NUTREN VIT D 2000UI C/60 CAPS BUTREN VIT D 2000UI C/60 CAPS	17 de dezembro de 2025	apitel@scanntech.com
	7891000787878	NUTREN 2000IU X 60 CPR (NES)	3840	0	VITAMINA OUTRO	NUTREN NES	NESTLE CIA	NUTREN VIT D 2000UI C/60 CAPS	NUTREN VIT D 2000UI C/60 CAPS	24 de setembro de 2026	gabriel.leite@scanntech.com
	7891000913987	NUTREN  X 60 CPR (NES)	60	1	VITAMINA OUTRO	NUTREN NES	NESTLE CIA	Nutren Sênior AZ com 60 Cápsulas	NUTREN SENIOR AZ 50+ C/60 CAPS NUTREN SENIOR AZ 50+ C/60 CP	17 de dezembro de 2025	apitel@scanntech.com
	7891000989746	PURE  X 30 CPR ()	30	1	MULTIVITAMINICO	PURE	OUTRO FABRICANTE	SUPLEM ALI PURE ENCAP COQ10 120MG 30UN	SUPLEM ALI PURE ENCAP COQ10 120MG 30UN	17 de dezembro de 2025	apitel@scanntech.com
	7891010248574	KIT 2 CAFEINA 750MG 60 CAPSULAS OLEOSA	750	1	VITAMINA OUTRO	OUTRA MARCA	OUTRO FABRICANTE			24 de setembro de 2024	gabriel.morais@scanntech.com
	7891045006248	MATERNA  X 30 CPR (PFI)	30	1	VITAMINA OUTRO	MATERNA PFI	PFIZER	Polivitaminico e Poliminerais Materna com 30 Comprimidos Re	Polivitaminico e Poliminerais Materna com 30 Comprimidos Re	17 de dezembro de 2025	apitel@scanntech.com
	7891045031257	MATERNA  X 30 CPR (NES)	30	1	MULTIVITAMINICO	MATERNA NES	NESTLE CIA	Polivitamínico Nestlé Materna com 30 Comprimidos Revestidos	NESTLE MATERNA fr 30 comp FRASCO C/ 30 COMP REV	17 de dezembro de 2025	apitel@scanntech.com
	7891045032933	MONOFER 100MG/ML PFIZER SOLUCAO INJETAVEL 5ML	5	1	MULTIVITAMINICO	PFIZER	PFIZER	Monofer Frasco-Ampola Infusao 100mg 5ml	MONOFER F.AMP INFUS 100.0 MG 5.0 ML X 1 /1.0ML	16 de dezembro de 2025	dchagas@scanntech.com
	7891045038553	SUPL ALIM CENTRUM ADULTO X 60CPRS (HAL)	60	1	MULTIVITAMINICO	CENTRUM HAL	HALEON	CENTRUM AD 60CP	Centrum de A a Zinco Adulto com 60 Comprimidos	11 de junho de 2026	jessica.evangelista@scanntech.com
	7891045038690	STRESSTABS 600	30	1	VITAMINA OUTRO	STRESSTABS	WYETH	Stresstabs Frasco com 30 Comprimidos	BOLA FUTEBOL GOMOS COLORIDA N 02 FREE GOL	19 de setembro de 2024	jessica.evangelista@scanntech.com
	7891045039093	CALTRATE  X 60 CPR (PFI)	60	1	VITAMINA OUTRO	CALTRATE PFI	PFIZER	Caltrate 600 + D com 60 Comprimidos Revestidos	CALTRATE 600+D 600 MG + 200 UI C/ 60 CP	17 de dezembro de 2025	apitel@scanntech.com
	7891045039239	CALTRATE 600+M 60CPRS	60	1	VITAMINA OUTRO	CALTRATE HAL	HALEON	CALTRATE 600+M 60CP	CALTRATE 600M FR C60 COMP	11 de junho de 2026	jessica.evangelista@scanntech.com
	7891045039352	SUPL ALIM MULT CENTRUM ADULTO 30UN	30	1	MULTIVITAMINICO	OUTRA MARCA	OUTRO FABRICANTE	Centrum de A a Zinco Adulto com 30 Comprimidos	Centrum de A a Zinco Adulto com 30 Comprimidos	24 de setembro de 2026	gabriel.morais@scanntech.com
	7891045039390	SUPL ALIM CENTRUM AZ+ZINCO X 60CPRS (HAL)	60	1	MULTIVITAMINICO	CENTRUM HAL	HALEON	CENTRUM C 60 CP	SUPLEMENTO CENTRUM C/ 60 CP	11 de junho de 2026	jessica.evangelista@scanntech.com
	7891045039482	SUPL ALIM CENTRUM AZ+ZINCO X 30CPRS (HAL)	30	1	MULTIVITAMINICO	CENTRUM HAL	HALEON	Centrum de A a Zinco com 30 Comprimidos	CENTRUM C/ 30 COMP (OTC) ( UN )	26 de maio de 2026	jessica.evangelista@scanntech.com
	7891045039987	MAGNESIA BIS C 10	10	1	VITAMINA OUTRO	MAGNESIA BISURADA PFI	PFIZER	Magnésia Bisurada Sabor Menta com 20 Blísteres com 10 Pasti	Magnésia Bisurada Sabor Menta Com 20 Blísteres Com 10 Pasti	19 de setembro de 2024	jessica.evangelista@scanntech.com
	7891045040181	CALTRATE  X 30 CPR (HAL)	30	1	VITAMINA OUTRO	CALTRATE HAL	HALEON	CALTRATE 600+D 600 MG + 200 UI C/ 30 CP	Caltrate Ca + D3 600mg + 200ui Com 30 Comprimidos Revestidos	17 de dezembro de 2025	apitel@scanntech.com
	7891045040334	MAGNESIA BISURADA SABOR MENTA	10	1	VITAMINA OUTRO	PFIZER	PFIZER	Magnésia Bisurada Sabor Menta com 10 Pastilhas	MAGNESIA BISURADA C/10 PAST OU CX C/ 20 CART	19 de setembro de 2024	jessica.evangelista@scanntech.com
	7891045040679	SUPL ALIM CENTRUM ADULTO AZ X 30CPRS (HAL)	30	1	VITAMINA OUTRO	CENTRUM HAL	HALEON	CENTRUMC/30 CPR	Suplemento Vitamínico Mineral Centrum De A-Z Com 30 Comprim	26 de maio de 2026	gabriel.morais@scanntech.com
	7891045040686	SUPL ALIM CENTRUM ADULTO AZ X 60CPRS (HAL)	60	1	MULTIVITAMINICO	CENTRUM HAL	HALEON	CENTRUMC/60 CPR	Suplemento Vitamínico Centrum A-Z com 60 Comprimidos	26 de maio de 2026	gabriel.morais@scanntech.com
	7891045040693	SUPL ALIM CENTRUM ADULTO AZ X 90CPRS (HAL)	90	1	MULTIVITAMINICO	CENTRUM HAL	HALEON	Centrum Nf Comprimido com 100 Comprimidos	Centrum Nf Comprimido com 100 Comprimidos	26 de maio de 2026	jessica.evangelista@scanntech.com
	7891045040884	CALTRATE D 600MG X 30 CPR (PFI)	30	1	VITAMINA OUTRO	CALTRATE D PFI	PFIZER	CALTRATE CA+D3C/30 CPR REV 600MG+200UI	CALTRATE 600+D 600 MG + 400 UI C/ 30 CP	17 de dezembro de 2025	apitel@scanntech.com
	7891045040891	CALTRATE D 600MG X 60 CPR (PFI)	60	1	VITAMINA OUTRO	CALTRATE D PFI	PFIZER	CALTRATE CA+D3C/60 CPR REV 600MG+200UI	CALTRATE 600+D 600 MG + 400 UI C/ 60 CP	17 de dezembro de 2025	apitel@scanntech.com
	7891045042451	SUPL ALIM CENTRUM CONTROL X 60CPRS (HAL)	60	1	VITAMINA OUTRO	CENTRUM HAL	HALEON	Centrum Control Comprimido com 60 Comprimidos	Centrum Control Comprimido com 60 Comprimidos	26 de maio de 2026	gabriel.morais@scanntech.com
	7891045042741	SUPL ALIM CENTRUM ADULTO AZ X 150CPRS (HAL)	150	1	VITAMINA OUTRO	CENTRUM HAL	HALEON	CENTRUM ADULTOC/150 CPR	Suplemento Vitamínico Mineral A-Z Centrum Com 150 Comprimid	26 de maio de 2026	gabriel.morais@scanntech.com
	7891045043083	SUPL ALIM CENTRUM ESSENTIALS MULHER X 30CPRS (HAL)	30	1	VITAMINA OUTRO	CENTRUM HAL	HALEON	CENTRUM MULHERC/30 CPR	CENTRUM MULHER C/ 30 CPR - C/ 30 CPR	26 de maio de 2026	gabriel.morais@scanntech.com
	7891045043090	SUPL ALIM CENTRUM ESSENTIALS MULHER X 60CPRS (HAL)	60	1	VITAMINA OUTRO	CENTRUM HAL	HALEON	CENTRUM MULHERC/60 CPR	Multivitamínico Centrum Essentials Mulher De A-Z Com 60 Com	26 de maio de 2026	gabriel.morais@scanntech.com
	7891045043113	SUPL ALIM CENTRUM MULHER X 150CPRS (HAL)	150	1	MULTIVITAMINICO	CENTRUM HAL	HALEON	Suplemento Vitamínico Mineral Centrum Mulher com 150 Compri	Suplemento Vitamínico Mineral Centrum Mulher Com 150 Compri	26 de maio de 2026	gabriel.morais@scanntech.com
	7891045043144	ECP  X 30 CPR (PFI)	30	1	VITAMINA OUTRO	ECP PFI	PFIZER	CENTRUM HOMEMC/30 CPR	Multivitamínico Centrum Essentials Homem de A-Z com 30 Comp	17 de dezembro de 2025	apitel@scanntech.com
	7891045043151	SUPL ALIM CENTRUM ESSENTIALS HOMEM X 60CPRS (HAL)	60	1	VITAMINA OUTRO	CENTRUM HAL	HALEON	Multivitamínico de A-Z Centrum Homem com 60 Comprimidos	Multivitamínico de A-Z Centrum Homem com 60 Comprimidos	26 de maio de 2026	gabriel.morais@scanntech.com
	7891045043175	SUPL ALIM CENTRUM HOMEM X 150CPRS (HAL)	150	1	MULTIVITAMINICO	CENTRUM HAL	HALEON	CENTRUM HOMEMC/150 CPR	Suplemento Vitamínico Mineral Homem Centrum Com 150 Comprim	26 de maio de 2026	jessica.evangelista@scanntech.com
	7891045043229	SUPL ALIM CENTRUM OMEGA 3 X 60CPRS (HAL)	60	1	MULTIVITAMINICO	CENTRUM HAL	HALEON	CENTRUM OMEGA 3 C60 CP	Ômega 3 ProNutrients Centrum com 60 Cápsulas Mini Gels	26 de maio de 2026	jessica.evangelista@scanntech.com
	7891045043434	CENTRUM SELECT PFIZER MULHER COMPRIMIDOS	30	1	VITAMINA OUTRO	CENTRUM HAL	HALEON	CENTRUM SELECT MULHERC/30 CPR	CENTRUM SELECT MULHER C/30 COMP (LIB) ( UN )	19 de setembro de 2024	gabriel.morais@scanntech.com
	7891045043441	SUPL ALIM CENTRUM SELECT MULHER 50+ X 60CPRS (HAL)	60	1	VITAMINA OUTRO	CENTRUM HAL	HALEON	CENTRUM SELECT MULHERC/60 CPR	CENTRUM SELECT MULHER CPR C/ 60 ( UN )	26 de maio de 2026	gabriel.morais@scanntech.com
	7891045043465	SUPL ALIM CENTRUM SELECT MULHER 50+ X 150CPRS (HAL)	150	1	VITAMINA OUTRO	CENTRUM HAL	HALEON	SUPLEMENTO CENTRUM SELECT MULHER  C/ 150 CP	Complexo Vitamínico Centrum Select Mulher Com 150 Comprimid	26 de maio de 2026	gabriel.morais@scanntech.com
	7891045043472	SUPL ALIM CENTRUM SELECT HOMEM X 30CPRS (HAL)	30	1	VITAMINA OUTRO	CENTRUM HAL	HALEON	CENTRUM SELECT HOMEMC/30 CPR	Suplemento Vitamínico Mineral Centrum Select Homem Com 30 C	26 de maio de 2026	gabriel.morais@scanntech.com
